device_id,epoch,progress_01
DV_device5_features_pca_scores,0,0.0
DV_device5_features_pca_scores,1,0.01020408163265306
DV_device5_features_pca_scores,2,0.02040816326530612
DV_device5_features_pca_scores,3,0.030612244897959183
DV_device5_features_pca_scores,4,0.04081632653061224
DV_device5_features_pca_scores,5,0.05102040816326531
DV_device5_features_pca_scores,6,0.061224489795918366
DV_device5_features_pca_scores,7,0.07142857142857142
DV_device5_features_pca_scores,8,0.08163265306122448
DV_device5_features_pca_scores,9,0.09183673469387756
DV_device5_features_pca_scores,10,0.10204081632653061
DV_device5_features_pca_scores,11,0.11224489795918367
DV_device5_features_pca_scores,12,0.12244897959183673
DV_device5_features_pca_scores,13,0.1326530612244898
DV_device5_features_pca_scores,14,0.14285714285714285
DV_device5_features_pca_scores,15,0.15306122448979592
DV_device5_features_pca_scores,16,0.16326530612244897
DV_device5_features_pca_scores,17,0.17346938775510204
DV_device5_features_pca_scores,18,0.1836734693877551
DV_device5_features_pca_scores,19,0.19387755102040816
DV_device5_features_pca_scores,20,0.20408163265306123
DV_device5_features_pca_scores,21,0.21428571428571427
DV_device5_features_pca_scores,22,0.22448979591836735
DV_device5_features_pca_scores,23,0.23469387755102042
DV_device5_features_pca_scores,24,0.24489795918367346
DV_device5_features_pca_scores,25,0.25510204081632654
DV_device5_features_pca_scores,26,0.2653061224489796
DV_device5_features_pca_scores,27,0.2755102040816326
DV_device5_features_pca_scores,28,0.2857142857142857
DV_device5_features_pca_scores,29,0.29591836734693877
DV_device5_features_pca_scores,30,0.30612244897959184
DV_device5_features_pca_scores,31,0.3163265306122449
DV_device5_features_pca_scores,32,0.32653061224489793
DV_device5_features_pca_scores,33,0.336734693877551
DV_device5_features_pca_scores,34,0.3469387755102041
DV_device5_features_pca_scores,35,0.35714285714285715
DV_device5_features_pca_scores,36,0.3673469387755102
DV_device5_features_pca_scores,37,0.37755102040816324
DV_device5_features_pca_scores,38,0.3877551020408163
DV_device5_features_pca_scores,39,0.3979591836734694
DV_device5_features_pca_scores,40,0.40816326530612246
DV_device5_features_pca_scores,41,0.41836734693877553
DV_device5_features_pca_scores,42,0.42857142857142855
DV_device5_features_pca_scores,43,0.4387755102040816
DV_device5_features_pca_scores,44,0.4489795918367347
DV_device5_features_pca_scores,45,0.45918367346938777
DV_device5_features_pca_scores,46,0.46938775510204084
DV_device5_features_pca_scores,47,0.47959183673469385
DV_device5_features_pca_scores,48,0.4897959183673469
DV_device5_features_pca_scores,49,0.5
DV_device5_features_pca_scores,50,0.5102040816326531
DV_device5_features_pca_scores,51,0.5204081632653061
DV_device5_features_pca_scores,52,0.5306122448979592
DV_device5_features_pca_scores,53,0.5408163265306123
DV_device5_features_pca_scores,54,0.5510204081632653
DV_device5_features_pca_scores,55,0.5612244897959183
DV_device5_features_pca_scores,56,0.5714285714285714
DV_device5_features_pca_scores,57,0.5816326530612245
DV_device5_features_pca_scores,58,0.5918367346938775
DV_device5_features_pca_scores,59,0.6020408163265306
DV_device5_features_pca_scores,60,0.6122448979591837
DV_device5_features_pca_scores,61,0.6224489795918368
DV_device5_features_pca_scores,62,0.6326530612244898
DV_device5_features_pca_scores,63,0.6428571428571429
DV_device5_features_pca_scores,64,0.6530612244897959
DV_device5_features_pca_scores,65,0.6632653061224489
DV_device5_features_pca_scores,66,0.673469387755102
DV_device5_features_pca_scores,67,0.6836734693877551
DV_device5_features_pca_scores,68,0.6938775510204082
DV_device5_features_pca_scores,69,0.7040816326530612
DV_device5_features_pca_scores,70,0.7142857142857143
DV_device5_features_pca_scores,71,0.7244897959183674
DV_device5_features_pca_scores,72,0.7346938775510204
DV_device5_features_pca_scores,73,0.7448979591836735
DV_device5_features_pca_scores,74,0.7551020408163265
DV_device5_features_pca_scores,75,0.7653061224489796
DV_device5_features_pca_scores,76,0.7755102040816326
DV_device5_features_pca_scores,77,0.7857142857142857
DV_device5_features_pca_scores,78,0.7959183673469388
DV_device5_features_pca_scores,79,0.8061224489795918
DV_device5_features_pca_scores,80,0.8163265306122449
DV_device5_features_pca_scores,81,0.826530612244898
DV_device5_features_pca_scores,82,0.8367346938775511
DV_device5_features_pca_scores,83,0.8469387755102041
DV_device5_features_pca_scores,84,0.8571428571428571
DV_device5_features_pca_scores,85,0.8673469387755102
DV_device5_features_pca_scores,86,0.8775510204081632
DV_device5_features_pca_scores,87,0.8877551020408163
DV_device5_features_pca_scores,88,0.8979591836734694
DV_device5_features_pca_scores,89,0.9081632653061225
DV_device5_features_pca_scores,90,0.9183673469387755
DV_device5_features_pca_scores,91,0.9285714285714286
DV_device5_features_pca_scores,92,0.9387755102040817
DV_device5_features_pca_scores,93,0.9489795918367347
DV_device5_features_pca_scores,94,0.9591836734693877
DV_device5_features_pca_scores,95,0.9693877551020408
DV_device5_features_pca_scores,96,0.9795918367346939
DV_device5_features_pca_scores,97,0.9897959183673469
DV_device5_features_pca_scores,98,1.0
