row_index,PC1,PC2,PC3,PC4,PC5,PC6
0,-3.7479896172570477,-0.01764499103811348,-1.4407109183623983,0.4297997197812126,-0.07750000484686018,0.003909063429191437
1,-3.6026285137923098,0.4193027992837266,-0.9415887626808592,0.34040190210464044,-0.028464964129577587,0.001149957941936858
2,-3.5225362791016757,0.6382812007647108,-0.747873469813064,0.30632639981312737,-0.020168685075790428,-0.00031357152268853217
3,-3.5383989477322295,0.5922723880832121,-0.7885322914301318,0.3116823195438013,-0.021293984194177194,0.00041965606027600133
4,-3.558346185696563,0.5344291054137644,-0.8469867089723809,0.31679341894782864,-0.022158497096816682,0.0015575441374513321
5,-3.60026813461454,0.42381815621426494,-0.9262893042193382,0.3393852112405219,-0.027599630865648952,0.001202027377007761
6,-3.5255161481354858,0.6238242232925966,-0.7554730447782907,0.3051444109016117,-0.01936117413957057,0.0006153816308401692
7,-3.502203468151406,0.6795030093185078,-0.7060134783365477,0.2928766448220571,-0.016514010694547946,0.0011586634415149384
8,-3.44495566785091,0.8254899755824684,-0.5522135918983755,0.2714745462454463,-0.011982169169190135,0.0004423171139768343
9,-3.415291512067289,0.8995140464288566,-0.47359799834258587,0.26080012575202044,-0.010078840459047408,0.00013937679560235123
10,-3.4044931997811947,0.9236335541936244,-0.44703332624748654,0.2556829408321937,-0.008904665507047943,0.0004022885639956681
11,-2.993423054848718,-0.8831841080216725,-0.1705805596135165,-0.09927414692294369,0.08505426298910096,-0.0005901004015710969
12,-3.0598643137915706,-1.1039721374297904,-0.02984932028038909,-0.0592206832822983,0.09010137505881687,-0.0013091854143396032
13,-1.968414615520908,2.755108512374123,-3.123389807608326,-0.7975538798151041,-0.0015112437433912392,0.0033835935232724972
14,-2.9634162439311367,-0.7205236376923367,-0.46957610871435396,-0.14120483411798648,0.08004728820355843,-0.0024286379183819616
15,-2.8669962702566605,-0.35236925343926045,-0.8542355991812314,-0.21756374135880177,0.07062464847231256,-0.0030490103781658047
16,-2.7067977024335126,-0.003070291256219056,-0.7671758624615075,-0.2674211834859473,0.06278684698989524,0.001669977695061574
17,-2.634394280797648,0.1466826791213554,-0.5875961676905767,-0.27673902366380987,0.06111573847967075,0.005274913088288401
18,-2.601444918463985,0.2299367598137175,-0.5586873143994718,-0.28639604796740653,0.05975697329629729,0.006435858269866217
19,-2.3197641304756256,-1.09992629405883,0.0331729723221877,-0.17376347685756738,0.034355365792468257,-0.003417403029601256
20,-2.271091585299652,-1.14850041362762,0.08923533278821043,-0.16803135371364247,0.031380144991665554,-0.0034722234449862106
21,-2.3446423977284847,-1.4071222135495196,0.3050365548960958,-0.11783055573842265,0.037662712204050326,-0.0037005835877482775
22,-2.3353560011579066,-1.3300645768492714,0.23537949254381055,-0.13228053730863396,0.03659088497767921,-0.0036585163258327585
23,-2.137449482320183,-0.8282280835651086,0.7645602921501978,-0.15260365138532656,0.033958721515773664,0.008088451507121423
24,-1.5771002053767496,-1.580897293252885,1.1173603593440278,-0.043559577678091314,0.005481424685399985,0.0020855873312596103
25,-1.313261892825226,-0.8456556487691829,0.583603304071227,-0.17761953489201912,-0.013342352647824057,0.003520779223907225
26,-1.3285100976399635,-0.8900231033563636,0.6179604976479803,-0.1693353119346944,-0.012207747845707578,0.0034589612984614127
27,-1.3871270627508534,-1.0569656267566523,0.7150946110161017,-0.14089106913435384,-0.008331551181103541,0.002839887164513179
28,-0.7682782281323376,-1.4149791293118472,0.9793662423450958,-0.025856926657382977,-0.019064808144101067,0.0004561490583573262
29,-0.40987651010083986,-1.0151385525713505,0.586391829657226,-0.08182220347994111,-0.03133429372158227,-0.000454374788689554
30,-0.4509637249642357,-1.1137953309714799,0.6586788002162586,-0.06506557733838421,-0.029062867691023852,-0.0006342730091626196
31,-0.5021262203079851,-1.27690347092492,0.7557111908246894,-0.037256984629011905,-0.025661301159044803,-0.0012447370048206188
32,-0.5508008502594463,-1.4032928379509582,0.8473051850191144,-0.015396679791575751,-0.022766435282867797,-0.0014973088514676266
33,-0.3208367097740133,-0.7565807508893315,0.493419843983031,-0.11996372655228192,-0.03590794764586481,0.0012351667703690444
34,-0.4108761603979637,-1.0069005653894338,0.6153704629075649,-0.08086099256854135,-0.031037149803532046,1.767015555707134e-07
35,-0.7405090805006378,-1.804653111088122,1.140096229509829,0.05038784517783948,-0.01327464859322467,-0.0022037467195107703
36,-0.31769178957664546,-0.7537632101267173,0.5123956767433524,-0.11848067472933747,-0.035691709052044183,0.001492879340698996
37,-0.35434867597347286,-0.8209891158508462,0.5393361018108075,-0.10992037605373728,-0.03443125018273857,0.0011171908469097419
38,0.2590492814339093,-1.9152244422634868,1.065950109648937,0.20627247780738597,-0.00013446192511764902,-0.006420228108711203
39,0.6424935764810461,-0.890468380910689,0.5056927747482977,0.04833501579832541,-0.017727598354990277,-0.0020300914776267827
40,0.6343632032990638,-0.9145201485350843,0.5092093129302508,0.05141257492105169,-0.017415255238188654,-0.002252672910373406
41,0.6492377577875899,-0.890177840901536,0.5379308923710304,0.052110008483634555,-0.017078561826297273,-0.001641265449101856
42,0.6102679119368105,-0.99836968848891,0.6181197759153686,0.07073678816082771,-0.014916775598523677,-0.001842850263817493
43,0.6978881805291363,-0.5152899350200416,-1.2268229849217118,-0.1481427042877507,-0.04673076160196399,-0.01963258569482289
44,0.7909612330709608,-0.4095233474537375,-0.5813191328702825,-0.09802251332734413,-0.03771496749513353,-0.010208558284486302
45,0.7825731692598416,-0.4465386542778139,-0.6198178071704421,-0.09608288417720666,-0.037649601818507496,-0.011126196953287877
