row_index,PC1,PC2,PC3,PC4,PC5,PC6
0,-5.165952453262283,-0.20926098036367619,0.5544368184584658,0.7497982082997346,-0.07377093476293502,-0.02384732395289349
1,-4.6847793267380045,0.6145429107624758,0.6402633233633781,0.5448842370388032,-0.031058085674965177,-0.006072126703491849
2,-4.531806614586756,0.8403910193594779,0.7444303841147649,0.46487790886383323,-0.021450132780704935,-0.0013056410090723186
3,-4.5096931825554325,0.8872953123341544,0.7064404609776177,0.46932266236040804,-0.023342380711646325,-0.0010293918554980257
4,-4.514247766423589,0.8841161355817926,0.701472302723399,0.4739036011171408,-0.024224137078966528,-0.0006358719271499718
5,-4.542481179994873,0.8486129576056199,0.6533273260090833,0.49630287712761056,-0.027409589583458776,-0.0020394675001111015
6,-4.135906896528952,0.8424867289659557,-0.1851285048887671,0.1632767088565409,0.10367035101904479,-0.003057813534257511
7,-3.7273080742220546,1.4766816068960467,-0.4110329731502942,0.106678620658626,0.08775773298599569,-0.004537972224389844
8,-3.560251929979988,1.6771101428112165,-0.22797625006719463,0.02311072932936444,0.08867617149207205,-0.00493138117875749
9,-3.261074154053032,0.7840527336932795,-0.5345806618954556,-0.0931482705442189,0.06010609264184729,-0.0008138631823996456
10,-3.2264317766422312,0.8312528261383111,-0.5666172510039185,-0.09321354549648668,0.05772355220893302,-0.0009895555537640889
11,-3.224333961830076,0.8410244112205684,-0.5557045929231973,-0.09583081212735804,0.058134159428079694,-0.0010748726567660195
12,-3.2837792181925805,0.7301656948961046,-0.5039241896855431,-0.09562553209674793,0.06156166874788281,-0.0006322546152242662
13,-2.4679997181495494,0.32814054602743187,-0.24437812736762982,-0.25874492370488156,0.011787769622368778,-0.0023426786600311026
14,-2.6246337914746585,-0.15769886594391175,-0.3290407698883398,-0.19596193843220022,0.010693937368141318,0.0006095354333037142
15,-2.631506246553083,-0.1313930824587557,-0.40156273964305594,-0.1808825098633726,0.009078942646989373,0.0008194883651991805
16,-2.674046873036813,-0.1682993985759291,-0.3631130033640257,-0.18430282046136004,0.01215456254933873,0.000961781015551786
17,-2.638285182047802,-0.05486182650073862,-0.32769917763929385,-0.20249660702948072,0.012960263313953953,0.00016277177096120577
18,-2.6073746625913357,-0.15482766947403984,-0.31797190931878827,-0.1997411772569496,0.010151167267651875,0.0004952638715510269
19,-2.558160411595039,-0.08232580269928196,-0.3174135320879979,-0.20806016847565478,0.008491432714725765,1.8512734537759164e-06
20,-2.4208533465856954,0.04643647400588355,-0.12269870904109306,-0.26977200274599406,0.009185546552924102,-0.0017453816974231995
21,-2.367112515881372,0.09745725490747065,-0.0458513530196745,-0.2940299446494349,0.009509147786915069,-0.0023906588835613854
22,-2.336975739900519,0.1264252004870267,-0.002396007976129926,-0.3077222207851399,0.009712715232886667,-0.002744529286211406
23,-1.6868211180912733,-0.7456511619927604,-0.08616891727445015,-0.19820561436707204,-0.02366446648531693,0.00041526866723080207
24,-1.6576450842263613,-0.6205409728117255,-0.3296071724549087,-0.1554766336488186,-0.032017109549939735,0.0007481891852364392
25,-1.7585166067163427,-0.7198569579387116,-0.3820787135109236,-0.13439095624895292,-0.03076976606899532,0.0017217538205835116
