device_id,epoch,progress_01,pc1_scaled,cluster_global,HI_inv,RUL_line
DV_device5_features_pca_scores,0,0.0,0.0,3,1.0,1.0
DV_device5_features_pca_scores,1,0.01020408163265306,0.05886448785134735,27,0.9411355121486527,0.9897959183673469
DV_device5_features_pca_scores,2,0.02040816326530612,0.08823918120334318,27,0.9117608187966568,0.9795918367346939
DV_device5_features_pca_scores,3,0.030612244897959183,0.3034659599267838,14,0.6965340400732162,0.9693877551020408
DV_device5_features_pca_scores,4,0.04081632653061224,0.07944696623521363,27,0.9205530337647864,0.9591836734693877
DV_device5_features_pca_scores,5,0.05102040816326531,0.08767332519930238,27,0.9123266748006976,0.9489795918367347
DV_device5_features_pca_scores,6,0.061224489795918366,0.17506294860347488,16,0.8249370513965251,0.9387755102040817
DV_device5_features_pca_scores,7,0.07142857142857142,0.14995725468838184,4,0.8500427453116182,0.9285714285714286
DV_device5_features_pca_scores,8,0.08163265306122448,0.1036643503725242,27,0.8963356496274758,0.9183673469387755
DV_device5_features_pca_scores,9,0.09183673469387756,0.16849281720104325,4,0.8315071827989567,0.9081632653061225
DV_device5_features_pca_scores,10,0.10204081632653061,0.16423934343961838,4,0.8357606565603817,0.8979591836734694
DV_device5_features_pca_scores,11,0.11224489795918367,0.1124910298013958,27,0.8875089701986042,0.8877551020408163
DV_device5_features_pca_scores,12,0.12244897959183673,0.16543225114896104,4,0.834567748851039,0.8775510204081632
DV_device5_features_pca_scores,13,0.1326530612244898,0.15812264605184934,4,0.8418773539481507,0.8673469387755102
DV_device5_features_pca_scores,14,0.14285714285714285,0.12135649869690662,27,0.8786435013030933,0.8571428571428572
DV_device5_features_pca_scores,15,0.15306122448979592,0.28206645378067463,16,0.7179335462193254,0.846938775510204
DV_device5_features_pca_scores,16,0.16326530612244897,0.27970536410482827,16,0.7202946358951717,0.8367346938775511
DV_device5_features_pca_scores,17,0.17346938775510204,0.2658914415404708,16,0.7341085584595293,0.826530612244898
DV_device5_features_pca_scores,18,0.1836734693877551,0.27928927506536927,16,0.7207107249346307,0.8163265306122449
DV_device5_features_pca_scores,19,0.19387755102040816,0.2915722846435918,16,0.7084277153564082,0.8061224489795918
DV_device5_features_pca_scores,20,0.20408163265306123,0.3186785873553066,1,0.6813214126446934,0.7959183673469388
DV_device5_features_pca_scores,21,0.21428571428571427,0.32052566268164656,1,0.6794743373183534,0.7857142857142857
DV_device5_features_pca_scores,22,0.22448979591836735,0.31198411580123175,1,0.6880158841987682,0.7755102040816326
DV_device5_features_pca_scores,23,0.23469387755102042,0.3220145366942652,1,0.6779854633057347,0.7653061224489796
DV_device5_features_pca_scores,24,0.24489795918367346,0.3237181132027907,1,0.6762818867972094,0.7551020408163265
DV_device5_features_pca_scores,25,0.25510204081632654,0.3212460967856774,1,0.6787539032143226,0.7448979591836735
DV_device5_features_pca_scores,26,0.2653061224489796,0.4098486058302484,1,0.5901513941697516,0.7346938775510203
DV_device5_features_pca_scores,27,0.2755102040816326,0.41872653918594804,2,0.581273460814052,0.7244897959183674
DV_device5_features_pca_scores,28,0.2857142857142857,0.41498257744768996,1,0.58501742255231,0.7142857142857143
DV_device5_features_pca_scores,29,0.29591836734693877,0.5330467381287444,26,0.46695326187125563,0.7040816326530612
DV_device5_features_pca_scores,30,0.30612244897959184,0.5296864090813692,26,0.4703135909186308,0.6938775510204082
DV_device5_features_pca_scores,31,0.3163265306122449,0.5284490859575537,26,0.4715509140424463,0.6836734693877551
DV_device5_features_pca_scores,32,0.32653061224489793,0.5298807370691121,26,0.4701192629308879,0.6734693877551021
DV_device5_features_pca_scores,33,0.336734693877551,0.5392561641989793,26,0.46074383580102074,0.6632653061224489
DV_device5_features_pca_scores,34,0.3469387755102041,0.5260352115849454,26,0.4739647884150546,0.653061224489796
DV_device5_features_pca_scores,35,0.35714285714285715,0.5252833222170565,26,0.47471667778294346,0.6428571428571428
DV_device5_features_pca_scores,36,0.3673469387755102,0.6262632137834976,12,0.3737367862165024,0.6326530612244898
DV_device5_features_pca_scores,37,0.37755102040816324,0.6331224675264012,12,0.3668775324735988,0.6224489795918368
DV_device5_features_pca_scores,38,0.3877551020408163,0.6329867865606638,12,0.36701321343933624,0.6122448979591837
DV_device5_features_pca_scores,39,0.3979591836734694,0.6267680273679122,12,0.37323197263208785,0.6020408163265306
DV_device5_features_pca_scores,40,0.40816326530612246,0.6280002610490234,12,0.3719997389509766,0.5918367346938775
DV_device5_features_pca_scores,41,0.41836734693877553,0.6367452895456328,12,0.3632547104543672,0.5816326530612245
DV_device5_features_pca_scores,42,0.42857142857142855,0.6429576354457447,12,0.3570423645542553,0.5714285714285714
DV_device5_features_pca_scores,43,0.4387755102040816,0.6364310118471046,12,0.3635689881528954,0.5612244897959184
DV_device5_features_pca_scores,44,0.4489795918367347,0.636224034725173,12,0.36377596527482703,0.5510204081632653
DV_device5_features_pca_scores,45,0.45918367346938777,0.627645785542074,12,0.37235421445792605,0.5408163265306123
DV_device5_features_pca_scores,46,0.46938775510204084,0.6516707539882653,12,0.34832924601173465,0.5306122448979591
DV_device5_features_pca_scores,47,0.47959183673469385,0.6633847225460828,21,0.33661527745391717,0.5204081632653061
