device_id,epoch,pc1,progress_01,pc1_scaled,cluster_global
DV_device4_features_pca_scores,0,-2.6910263189676886,0.0,0.23718452070794604,1.0
DV_device4_features_pca_scores,1,-3.8144114952503463,0.00980392156862745,0.0758694858409178,0.0
DV_device4_features_pca_scores,2,-4.34276060912017,0.0196078431372549,0.0,0.0
DV_device4_features_pca_scores,3,-3.641569985320935,0.029411764705882353,0.10068905333155853,0.0
DV_device4_features_pca_scores,4,-3.736213017176509,0.0392156862745098,0.08709857314183089,0.0
DV_device4_features_pca_scores,5,-3.5780398642782383,0.049019607843137254,0.10981180473283803,0.0
DV_device4_features_pca_scores,6,-3.23220461060308,0.058823529411764705,0.15947280007324532,1.0
DV_device4_features_pca_scores,7,-3.1120236220438207,0.06862745098039216,0.1767304609086352,1.0
DV_device4_features_pca_scores,8,-3.052667528703524,0.0784313725490196,0.18525383336263612,1.0
DV_device4_features_pca_scores,9,-3.3099488741569867,0.08823529411764706,0.14830893673350476,1.0
DV_device4_features_pca_scores,10,-3.565443801393311,0.09803921568627451,0.11162056486815786,1.0
DV_device4_features_pca_scores,11,-3.3850827483427164,0.10784313725490197,0.13751991815835107,1.0
DV_device4_features_pca_scores,12,-3.332220538831249,0.11764705882352941,0.14511078667836164,1.0
DV_device4_features_pca_scores,13,-3.410687310721954,0.12745098039215685,0.13384317312008248,1.0
DV_device4_features_pca_scores,14,-3.4039373482556576,0.13725490196078433,0.13481244924512886,1.0
DV_device4_features_pca_scores,15,-3.41613853080419,0.14705882352941177,0.13306039284471555,1.0
DV_device4_features_pca_scores,16,-3.4485915500112347,0.1568627450980392,0.12840022816081953,1.0
DV_device4_features_pca_scores,17,-2.972766608664508,0.16666666666666666,0.19672738666752537,1.0
DV_device4_features_pca_scores,18,-2.4581846996727594,0.17647058823529413,0.27061993959013897,2.0
DV_device4_features_pca_scores,19,-2.2066319382067734,0.18627450980392157,0.3067422272466858,2.0
DV_device4_features_pca_scores,20,-2.0956120950069828,0.19607843137254902,0.3226843726967163,2.0
DV_device4_features_pca_scores,21,-3.128435608868118,0.20588235294117646,0.17437374454572274,1.0
DV_device4_features_pca_scores,22,-2.719916606371334,0.21568627450980393,0.23303595455429676,2.0
DV_device4_features_pca_scores,23,-2.4859733867420526,0.22549019607843138,0.26662956022771445,2.0
DV_device4_features_pca_scores,24,-2.4603275951677865,0.23529411764705882,0.27031222566548085,2.0
DV_device4_features_pca_scores,25,-1.4823850143080255,0.24509803921568626,0.4107421021316897,3.0
DV_device4_features_pca_scores,26,-0.8397905273824492,0.2549019607843137,0.5030169106766774,3.0
DV_device4_features_pca_scores,27,-0.869082773347972,0.2647058823529412,0.49881062437432644,3.0
DV_device4_features_pca_scores,28,-0.9846538990432342,0.27450980392156865,0.4822149272218637,3.0
DV_device4_features_pca_scores,29,-1.2242496087778283,0.28431372549019607,0.44780963944895336,3.0
DV_device4_features_pca_scores,30,-1.801756163089891,0.29411764705882354,0.3648812797806686,3.0
DV_device4_features_pca_scores,31,-0.8356318277043571,0.30392156862745096,0.5036140885616419,3.0
DV_device4_features_pca_scores,32,-0.6341973483755419,0.3137254901960784,0.5325395281547431,3.0
DV_device4_features_pca_scores,33,-0.104398270152413,0.3235294117647059,0.6086172249059949,4.0
DV_device4_features_pca_scores,34,0.00332496778143,0.3333333333333333,0.6240859868677556,4.0
DV_device4_features_pca_scores,35,-0.0191804203978973,0.3431372549019608,0.6208542747573488,4.0
DV_device4_features_pca_scores,36,-0.1268523271592811,0.35294117647058826,0.6053928838113801,4.0
DV_device4_features_pca_scores,37,-0.2413484870139123,0.3627450980392157,0.5889515488097837,4.0
DV_device4_features_pca_scores,38,-0.4020590219187334,0.37254901960784315,0.565873956111385,4.0
DV_device4_features_pca_scores,39,0.3001354339618958,0.38235294117647056,0.6667071569807869,4.0
DV_device4_features_pca_scores,40,0.0703135362383405,0.39215686274509803,0.6337053618465829,4.0
DV_device4_features_pca_scores,41,-0.5397354576815179,0.4019607843137255,0.5461039969697365,4.0
DV_device4_features_pca_scores,42,0.4511389744106855,0.4117647058823529,0.688390851858395,4.0
DV_device4_features_pca_scores,43,0.3417281859068675,0.4215686274509804,0.6726797622562285,4.0
DV_device4_features_pca_scores,44,0.012998349478119,0.43137254901960786,0.6254750579883548,4.0
DV_device4_features_pca_scores,45,0.478548069222739,0.4411764705882353,0.6923267228122125,4.0
DV_device4_features_pca_scores,46,0.4448558131244095,0.45098039215686275,0.687488607104441,4.0
DV_device4_features_pca_scores,47,0.095345526134324,0.46078431372549017,0.6372998870442749,4.0
DV_device4_features_pca_scores,48,0.6036920494798123,0.47058823529411764,0.7102970556640046,5.0
DV_device4_features_pca_scores,49,0.5380741424874952,0.4803921568627451,0.7008745039178672,5.0
DV_device4_features_pca_scores,50,0.3564947795467424,0.49019607843137253,0.6748002046638505,5.0
DV_device4_features_pca_scores,51,0.7031335063572572,0.5,0.7245765765461432,5.0
DV_device4_features_pca_scores,52,0.6611678650485739,0.5098039215686274,0.718550425379249,5.0
DV_device4_features_pca_scores,53,0.5262293552274908,0.5196078431372549,0.69917362490488,5.0
DV_device4_features_pca_scores,54,0.7404770880532194,0.5294117647058824,0.7299390126103948,5.0
DV_device4_features_pca_scores,55,0.7229485105630746,0.5392156862745098,0.7274219568857067,5.0
DV_device4_features_pca_scores,56,0.6665876364247679,0.5490196078431373,0.7193286897065522,5.0
DV_device4_features_pca_scores,57,0.4608133609613543,0.5588235294117647,0.6897800672732739,5.0
DV_device4_features_pca_scores,58,0.8118703658454991,0.5686274509803921,0.7401908917872617,5.0
DV_device4_features_pca_scores,59,0.7194837984841377,0.5784313725490197,0.7269244337194607,5.0
DV_device4_features_pca_scores,60,0.5982317598633572,0.5882352941176471,0.7095129730283611,5.0
DV_device4_features_pca_scores,61,0.8011694810931465,0.5980392156862745,0.7386542740417383,5.0
DV_device4_features_pca_scores,62,0.7317198501984892,0.6078431372549019,0.7286814972365947,5.0
DV_device4_features_pca_scores,63,0.6225255888884849,0.6176470588235294,0.7130015003464891,5.0
DV_device4_features_pca_scores,64,1.3835024904757844,0.6274509803921569,0.8222756994406661,6.0
DV_device4_features_pca_scores,65,1.125596613482368,0.6372549019607843,0.7852411217927088,6.0
DV_device4_features_pca_scores,66,1.0110734741879632,0.6470588235294118,0.7687959126174454,6.0
DV_device4_features_pca_scores,67,0.76942503494265,0.6568627450980392,0.7340958585082994,6.0
DV_device4_features_pca_scores,68,1.4599340201583135,0.6666666666666666,0.833251057791465,6.0
DV_device4_features_pca_scores,69,1.3152286537256006,0.6764705882352942,0.8124717634546972,6.0
DV_device4_features_pca_scores,70,1.3650663321251817,0.6862745098039216,0.8196283175898724,6.0
DV_device4_features_pca_scores,71,1.3687485703004427,0.696078431372549,0.8201570769078442,6.0
DV_device4_features_pca_scores,72,1.1248579240764018,0.7058823529411765,0.7851350480169503,6.0
DV_device4_features_pca_scores,73,1.1279190217187576,0.7156862745098039,0.7855746132554218,6.0
DV_device4_features_pca_scores,74,2.221751042872792,0.7254901960784313,0.9426458959787907,7.0
DV_device4_features_pca_scores,75,2.541587022089045,0.7352941176470589,0.9885734667072282,7.0
DV_device4_features_pca_scores,76,2.555783918550096,0.7450980392156863,0.9906121021601156,7.0
DV_device4_features_pca_scores,77,2.579695081062735,0.7549019607843137,0.9940456796150019,7.0
DV_device4_features_pca_scores,78,2.589428179400287,0.7647058823529411,0.9954433258816919,7.0
DV_device4_features_pca_scores,79,2.5096449637402696,0.7745098039215687,0.9839866746032875,7.0
DV_device4_features_pca_scores,80,2.574662218767057,0.7843137254901961,0.9933229743720906,7.0
DV_device4_features_pca_scores,81,2.560597444451,0.7941176470588235,0.9913033112974012,7.0
DV_device4_features_pca_scores,82,2.5911739470337136,0.803921568627451,0.995694013332979,7.0
DV_device4_features_pca_scores,83,2.609495486390645,0.8137254901960784,0.9983249362101716,7.0
DV_device4_features_pca_scores,84,2.621160498473196,0.8235294117647058,1.0,7.0
DV_device4_features_pca_scores,85,2.5856359198228533,0.8333333333333334,0.9948987677916673,7.0
DV_device4_features_pca_scores,86,2.5116478250326404,0.8431372549019608,0.9842742799999349,7.0
DV_device4_features_pca_scores,87,2.5882708274973387,0.8529411764705882,0.9952771333178954,7.0
DV_device4_features_pca_scores,88,2.602915558442221,0.8627450980392157,0.9973800765762435,9.0
DV_device4_features_pca_scores,89,2.5909678239662437,0.8725490196078431,0.9956644146249688,9.0
DV_device4_features_pca_scores,90,2.494403488942244,0.8823529411764706,0.9817980405618412,9.0
DV_device4_features_pca_scores,91,2.456789160438124,0.8921568627450981,0.9763967259973918,9.0
DV_device4_features_pca_scores,92,2.566634925104845,0.9019607843137255,0.992170276985347,9.0
DV_device4_features_pca_scores,93,2.5361536964335865,0.9117647058823529,0.9877932560225418,9.0
DV_device4_features_pca_scores,94,2.541245887725608,0.9215686274509803,0.9885244807468524,9.0
DV_device4_features_pca_scores,95,2.530137849903776,0.9313725490196079,0.986929396935561,9.0
DV_device4_features_pca_scores,96,2.480315173162352,0.9411764705882353,0.9797749969974145,9.0
DV_device4_features_pca_scores,97,2.5442686950378945,0.9509803921568627,0.9889585475987859,9.0
DV_device4_features_pca_scores,98,2.5741329364293337,0.9607843137254902,0.9932469708778601,9.0
DV_device4_features_pca_scores,99,2.514467372744108,0.9705882352941176,0.9846791593298275,9.0
DV_device4_features_pca_scores,100,2.514467372744108,0.9803921568627451,0.9846791593298275,9.0
DV_device4_features_pca_scores,101,2.514467372744108,0.9901960784313726,0.9846791593298275,9.0
DV_device4_features_pca_scores,102,2.514467372744108,1.0,0.9846791593298275,9.0
