device_id,epoch,progress_01,pc1_scaled,pc2_scaled,cluster_global,k
DV_device2_features_pca_scores,0,0.0,0.0,0.37058758886284215,29,40
DV_device2_features_pca_scores,1,0.009615384615384616,0.057225320439793004,0.5448527850382981,9,40
DV_device2_features_pca_scores,2,0.019230769230769232,0.07541817450592236,0.5926280691495568,38,40
DV_device2_features_pca_scores,3,0.028846153846153848,0.07804809742609242,0.6025500735303924,38,40
DV_device2_features_pca_scores,4,0.038461538461538464,0.07750642644124783,0.601877559275004,38,40
DV_device2_features_pca_scores,5,0.04807692307692308,0.07414866174146795,0.5943673152211525,38,40
DV_device2_features_pca_scores,6,0.057692307692307696,0.12250203471967103,0.5930713897621851,38,40
DV_device2_features_pca_scores,7,0.0673076923076923,0.17109618357984108,0.7272272198164433,30,40
DV_device2_features_pca_scores,8,0.07692307692307693,0.1909639626778622,0.7696253178427463,8,40
DV_device2_features_pca_scores,9,0.08653846153846154,0.22654480282068928,0.5807104240527512,1,40
DV_device2_features_pca_scores,10,0.09615384615384616,0.23066477760491966,0.5906950010352524,1,40
DV_device2_features_pca_scores,11,0.10576923076923077,0.23091426810684373,0.5927620551116503,1,40
DV_device2_features_pca_scores,12,0.11538461538461539,0.22384451783100762,0.5693113089375422,1,40
DV_device2_features_pca_scores,13,0.125,0.3208641573844254,0.4842680210995903,36,40
DV_device2_features_pca_scores,14,0.1346153846153846,0.3022358621956101,0.3814948959068746,17,40
DV_device2_features_pca_scores,15,0.14423076923076922,0.301418529675584,0.38705954857357067,17,40
DV_device2_features_pca_scores,16,0.15384615384615385,0.2963592259696067,0.37925248855898314,17,40
DV_device2_features_pca_scores,17,0.16346153846153846,0.3006123193231312,0.4032487587445088,17,40
DV_device2_features_pca_scores,18,0.17307692307692307,0.30428846889040645,0.3821022608652951,17,40
DV_device2_features_pca_scores,19,0.18269230769230768,0.3101414584449372,0.39743910519522213,17,40
DV_device2_features_pca_scores,20,0.19230769230769232,0.32647121661444445,0.4246771210042393,17,40
DV_device2_features_pca_scores,21,0.20192307692307693,0.33286254665394616,0.43546991585336986,17,40
