device_id,epoch,progress_01,pc1_scaled,pc2_scaled,cluster_global,k
DV_device5_features_pca_scores,0,0.0,0.0,1.0,3,30
DV_device5_features_pca_scores,1,0.01020408163265306,0.05886448785134735,0.8128853960965831,27,30
DV_device5_features_pca_scores,2,0.02040816326530612,0.08823918120334318,0.731022695075604,27,30
DV_device5_features_pca_scores,3,0.030612244897959183,0.3034659599267838,0.007709298627681771,14,30
DV_device5_features_pca_scores,4,0.04081632653061224,0.07944696623521363,0.7546035164809006,27,30
DV_device5_features_pca_scores,5,0.05102040816326531,0.08767332519930238,0.7340819636157067,27,30
DV_device5_features_pca_scores,6,0.061224489795918366,0.17506294860347488,0.5657713459160196,16,30
DV_device5_features_pca_scores,7,0.07142857142857142,0.14995725468838184,0.688138923569741,4,30
DV_device5_features_pca_scores,8,0.08163265306122448,0.1036643503725242,0.8204503939374757,27,30
DV_device5_features_pca_scores,9,0.09183673469387756,0.16849281720104325,0.6418132195220301,4,30
DV_device5_features_pca_scores,10,0.10204081632653061,0.16423934343961838,0.6379639678292287,4,30
DV_device5_features_pca_scores,11,0.11224489795918367,0.1124910298013958,0.7991001292783717,27,30
DV_device5_features_pca_scores,12,0.12244897959183673,0.16543225114896104,0.649863414403112,4,30
DV_device5_features_pca_scores,13,0.1326530612244898,0.15812264605184934,0.6669839202321275,4,30
DV_device5_features_pca_scores,14,0.14285714285714285,0.12135649869690662,0.7750239013809074,27,30
DV_device5_features_pca_scores,15,0.15306122448979592,0.28206645378067463,0.5188846966484766,16,30
DV_device5_features_pca_scores,16,0.16326530612244897,0.27970536410482827,0.5456941121538783,16,30
DV_device5_features_pca_scores,17,0.17346938775510204,0.2658914415404708,0.5977641149910702,16,30
DV_device5_features_pca_scores,18,0.1836734693877551,0.27928927506536927,0.5502935219737355,16,30
DV_device5_features_pca_scores,19,0.19387755102040816,0.2915722846435918,0.5029678921076514,16,30
DV_device5_features_pca_scores,20,0.20408163265306123,0.3186785873553066,0.4023837344204958,1,30
DV_device5_features_pca_scores,21,0.21428571428571427,0.32052566268164656,0.39905083304672345,1,30
DV_device5_features_pca_scores,22,0.22448979591836735,0.31198411580123175,0.4181532796128711,1,30
DV_device5_features_pca_scores,23,0.23469387755102042,0.3220145366942652,0.3925189515634663,1,30
DV_device5_features_pca_scores,24,0.24489795918367346,0.3237181132027907,0.37019012190873096,1,30
DV_device5_features_pca_scores,25,0.25510204081632654,0.3212460967856774,0.3825812971304236,1,30
DV_device5_features_pca_scores,26,0.2653061224489796,0.4098486058302484,0.4108038560455555,1,30
DV_device5_features_pca_scores,27,0.2755102040816326,0.41872653918594804,0.3797580353030051,2,30
DV_device5_features_pca_scores,28,0.2857142857142857,0.41498257744768996,0.40446320011638615,1,30
DV_device5_features_pca_scores,29,0.29591836734693877,0.5330467381287444,0.343274536651271,26,30
DV_device5_features_pca_scores,30,0.30612244897959184,0.5296864090813692,0.38591651045459574,26,30
DV_device5_features_pca_scores,31,0.3163265306122449,0.5284490859575537,0.3910152925266054,26,30
DV_device5_features_pca_scores,32,0.32653061224489793,0.5298807370691121,0.3791715734055363,26,30
DV_device5_features_pca_scores,33,0.336734693877551,0.5392561641989793,0.3325165864743236,26,30
DV_device5_features_pca_scores,34,0.3469387755102041,0.5260352115849454,0.4101498494595215,26,30
DV_device5_features_pca_scores,35,0.35714285714285715,0.5252833222170565,0.40963413907296836,26,30
DV_device5_features_pca_scores,36,0.3673469387755102,0.6262632137834976,0.48650568485005036,12,30
DV_device5_features_pca_scores,37,0.37755102040816324,0.6331224675264012,0.4565117701951757,12,30
DV_device5_features_pca_scores,38,0.3877551020408163,0.6329867865606638,0.4604269086089697,12,30
DV_device5_features_pca_scores,39,0.3979591836734694,0.6267680273679122,0.4727202417721337,12,30
DV_device5_features_pca_scores,40,0.40816326530612246,0.6280002610490234,0.4553670868803995,12,30
DV_device5_features_pca_scores,41,0.41836734693877553,0.6367452895456328,0.4492683645667399,12,30
DV_device5_features_pca_scores,42,0.42857142857142855,0.6429576354457447,0.4176876870755424,12,30
DV_device5_features_pca_scores,43,0.4387755102040816,0.6364310118471046,0.44398220780042774,12,30
DV_device5_features_pca_scores,44,0.4489795918367347,0.636224034725173,0.4454004652324011,12,30
DV_device5_features_pca_scores,45,0.45918367346938777,0.627645785542074,0.4823506303728429,12,30
DV_device5_features_pca_scores,46,0.46938775510204084,0.6516707539882653,0.3799205186885701,12,30
DV_device5_features_pca_scores,47,0.47959183673469385,0.6633847225460828,0.3368500363132147,21,30
DV_device5_features_pca_scores,48,0.4897959183673469,0.6498988080502733,0.38235251301446965,12,30
DV_device5_features_pca_scores,49,0.5,0.7592073527457396,0.4689561967199023,13,30
DV_device5_features_pca_scores,50,0.5102040816326531,0.7467180633573305,0.5097310328029789,25,30
DV_device5_features_pca_scores,51,0.5204081632653061,0.7660371163085238,0.4358606752077989,13,30
DV_device5_features_pca_scores,52,0.5306122448979592,0.7705528576730418,0.39625972066048154,13,30
DV_device5_features_pca_scores,53,0.5408163265306123,0.6791478910310167,0.8507988416578934,8,30
DV_device5_features_pca_scores,54,0.5510204081632653,0.6784116323013816,0.8397523749439847,8,30
DV_device5_features_pca_scores,55,0.5612244897959183,0.6888935513961162,0.8137507785334572,8,30
DV_device5_features_pca_scores,56,0.5714285714285714,0.6907947448912689,0.8171930511089393,8,30
DV_device5_features_pca_scores,57,0.5816326530612245,0.7637188280388789,0.5402255846864112,25,30
DV_device5_features_pca_scores,58,0.5918367346938775,0.7226362202459832,0.6766032813283784,8,30
DV_device5_features_pca_scores,59,0.6020408163265306,0.7463556735198367,0.6021341178817738,25,30
DV_device5_features_pca_scores,60,0.6122448979591837,0.7254450873425566,0.6706438992209345,8,30
DV_device5_features_pca_scores,61,0.6224489795918368,0.7712768873151695,0.5273822848370306,25,30
DV_device5_features_pca_scores,62,0.6326530612244898,0.7051217359656761,0.7523319105535067,8,30
DV_device5_features_pca_scores,63,0.6428571428571429,0.692017672257486,0.7991422360627845,8,30
DV_device5_features_pca_scores,64,0.6530612244897959,0.7225534150037882,0.6831841773065548,8,30
DV_device5_features_pca_scores,65,0.6632653061224489,0.7732870372393099,0.5268883078801789,25,30
DV_device5_features_pca_scores,66,0.673469387755102,0.8120306985809563,0.4200548012857881,5,30
DV_device5_features_pca_scores,67,0.6836734693877551,0.9013667664808254,0.6180769319133429,17,30
DV_device5_features_pca_scores,68,0.6938775510204082,0.9198059491659967,0.5719460683052813,0,30
DV_device5_features_pca_scores,69,0.7040816326530612,0.8978661555470608,0.6193415811708686,17,30
DV_device5_features_pca_scores,70,0.7142857142857143,0.8908066452876404,0.6437892844823966,17,30
DV_device5_features_pca_scores,71,0.7244897959183674,0.8999215061410615,0.6177898597796625,17,30
DV_device5_features_pca_scores,72,0.7346938775510204,0.9168585434235959,0.5639958344995041,0,30
DV_device5_features_pca_scores,73,0.7448979591836735,0.900545437514529,0.6196594004902619,17,30
DV_device5_features_pca_scores,74,0.7551020408163265,0.8828818939984344,0.6728440514698331,17,30
DV_device5_features_pca_scores,75,0.7653061224489796,0.8868646211489757,0.6416780151772014,17,30
DV_device5_features_pca_scores,76,0.7755102040816326,0.8694622643441188,0.7005523049802926,17,30
DV_device5_features_pca_scores,77,0.7857142857142857,0.8863581036112171,0.6571783230237188,17,30
DV_device5_features_pca_scores,78,0.7959183673469388,0.9082499756266034,0.587269444666826,0,30
DV_device5_features_pca_scores,79,0.8061224489795918,0.9181194747560195,0.562796976637339,0,30
DV_device5_features_pca_scores,80,0.8163265306122449,0.9241364632356561,0.5619124985738434,0,30
DV_device5_features_pca_scores,81,0.826530612244898,0.8912789151900284,0.6424676585906381,17,30
DV_device5_features_pca_scores,82,0.8367346938775511,0.8900605967918297,0.648128493360549,17,30
DV_device5_features_pca_scores,83,0.8469387755102041,0.9122881741819755,0.5874309116780473,0,30
DV_device5_features_pca_scores,84,0.8571428571428571,0.9050872866127264,0.6147801440206857,17,30
DV_device5_features_pca_scores,85,0.8673469387755102,0.88523181690155,0.6534411456515846,17,30
DV_device5_features_pca_scores,86,0.8775510204081632,0.8891094655547953,0.6517605615693733,17,30
DV_device5_features_pca_scores,87,0.8877551020408163,0.9009837162969493,0.6201174228064577,17,30
DV_device5_features_pca_scores,88,0.8979591836734694,0.877314157221651,0.6856672426950556,17,30
DV_device5_features_pca_scores,89,0.9081632653061225,0.8982019884430829,0.6234624114543234,17,30
DV_device5_features_pca_scores,90,0.9183673469387755,0.8783300996841383,0.6751683878359511,17,30
DV_device5_features_pca_scores,91,0.9285714285714286,0.8920312150208061,0.6459631159853333,17,30
DV_device5_features_pca_scores,92,0.9387755102040817,0.8872123354186687,0.6544597451019409,17,30
DV_device5_features_pca_scores,93,0.9489795918367347,0.9153370049569909,0.5782102739678184,0,30
DV_device5_features_pca_scores,94,0.9591836734693877,0.8991979260898004,0.624115125281423,17,30
DV_device5_features_pca_scores,95,0.9693877551020408,0.8991979260898004,0.624115125281423,17,30
DV_device5_features_pca_scores,96,0.9795918367346939,0.8991979260898004,0.624115125281423,17,30
DV_device5_features_pca_scores,97,0.9897959183673469,0.8991979260898004,0.624115125281423,17,30
DV_device5_features_pca_scores,98,1.0,1.0,0.0,20,30
