M,STD,RMS,Ku,Sk,CF,PtP,En,Ent
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.45387763949107e-06
-0.007494999232512006,0.02600654651208901,0.02706502309219049,9.32078291441673,1.0930080336422523,8.082386512469649,0.37499996160000004,91.56443437260054,-7360.059223630048
0.011882498783231988,0.0359849316179884,0.03789602988288893,26.335691972339465,2.6541872045658965,9.895494666825837,0.5624999424,179.5136351106014,-8252.97763670923
0.033133996607078386,0.16727225506249868,0.17052234177623615,27.73937615839043,4.602791818343386,6.7806357193784095,1.6874998272,3634.7336306064367,-8406.918632566587
0.01429424853626878,0.033870767181819014,0.03676349290670856,30.297235924827046,-3.246009198959608,9.350307536672418,0.4999999488,168.9443013377013,-8732.614519593915
0.013913248575283184,0.03501750863220271,0.03768029188745771,32.11454333712465,-3.419255596419882,9.95215118609054,0.5624999424,177.47554959050137,-8787.595358955306
0.44775195415019525,0.072140846128659,0.45352631029023815,17.46604524559048,-2.3849334514011935,1.4469941829395236,0.8437499136,25710.76426568467,-44237.0523249342
0.4883986999879681,0.04619029523598815,0.4905780605815194,68.50023338828204,-6.580499945546065,1.2740071075725241,0.7187499264000001,30083.354190490616,-43385.66293235644
0.5055421982324736,0.03448927056094198,0.5067173018336235,5.151897446553049,-0.7383590816005903,1.2951007009732505,0.3749999616,32095.30299719344,-42955.095034125836
0.4976056990451712,0.050431666476121226,0.500154760754901,68.23388279721418,-6.560580326092234,1.3745743988567307,0.8437499136,31269.34808822403,-43025.782401423996
0.478084951044096,0.05351968972611442,0.4810712812081129,54.89195921579044,-5.606775178395924,1.3641428171558307,0.8124999168,28928.6972004019,-43679.29435008561
0.5090734478708736,0.03601713247992504,0.5103459700626778,9.883168738060432,-1.2407776775460986,1.2858922599494673,0.43749995519999996,32556.626144901948,-42797.77784077301
0.5027511985182721,0.05071936054505159,0.5053030982941406,60.78326509569306,-5.949952834610229,1.360569392748511,0.8124999168,31916.402643207235,-42815.917385125744
0.4871454501163007,0.04748909867413785,0.4894547007250981,69.02791219742302,-6.572993022894934,1.3407776691648985,0.78124992,29945.73800773692,-43425.40544246912
0.5093951978379264,0.03826983851535514,0.5108307431237196,16.71873302105942,-2.050450772160841,1.2846719615719389,0.4999999488,32618.506015041443,-42757.174533151905
0.9573896519632896,0.08168038651399791,0.9608676450102088,55.283935548786275,-6.055824569145447,1.2683847578061092,1.1562498816000002,115408.3289034331,-4638.626730310686
0.9845506491820032,0.0773200476109727,0.9875820829517243,65.28238936348005,-6.958319369134658,1.234074510097786,1.1249998848,121914.79632090832,-1416.871480451678
0.997166647890125,0.06965839513790095,0.9995967265240597,58.53278927893041,-6.065430689957301,1.2192415629831153,1.0312498944000001,124899.20195970198,19.148425981833412
1.0007671475214337,0.079272644890548,1.0039019054599554,51.53901821021508,-5.686450660232734,1.2451414477864653,1.093749888,125977.37947326618,587.1950233600912
0.9978311478220803,0.08852977736791647,1.0017507279981097,52.3344800031341,-5.997242263553632,1.2478152868408585,1.1562498816,125438.06513059282,376.76475031359485
1.000789897519104,0.10931083124683273,1.0067419117152976,40.200503099629955,-5.316643551834156,1.272669642428011,1.2812498688,126691.15960052153,1123.4230185884498
0.9943626481772545,0.1074405736248326,1.0001502651856444,43.015834748172665,-5.6328399758881895,1.2810573704764043,1.3124998655999998,125037.56911886435,308.2684864635538
0.9769908999561219,0.10330532408049506,0.9824373815060419,50.52828481327056,-6.335331627951824,1.2723455922287834,1.2812498687999998,120647.90107255602,-1851.0145211559886
0.9965741479507968,0.10956000452328353,1.0025783894314688,41.24471358843993,-5.464021774018445,1.2779548036403987,1.3124998655999998,125645.42836937476,618.4576732871776
0.9839551492429827,0.11583444192902612,0.9907498946044802,41.789222086926465,-5.6790510816012265,1.2932122181163503,1.3124998655999998,122698.16920734856,-741.7224285874037
0.995936648016077,0.11517783031067258,1.0025745555601204,38.13952263708421,-5.224729196173258,1.2779596905730255,1.2812498688,125644.4674320716,657.7434826163537
