M,STD,RMS,Ku,Sk,CF,PtP,En,Ent
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.45387763949107e-06
0.036621996249907224,0.0477326594103264,0.060162923663253265,2.110041873534304,0.03866750561678137,4.155382737037707,0.4062499584,452.4471729638049,-15584.240921025996
0.051252744751718406,0.0688282960324551,0.08581478998002659,1.5698261873597985,0.18636614808157514,2.5490941322692056,0.37499996160000004,920.5222724145091,-18323.42142919377
0.05015299486433279,0.06441482353643045,0.08163695477595465,1.6215872451123718,0.15670776685425167,3.062338313403564,0.43749995519999996,833.0740481364081,-17948.251110951984
0.04969924491079679,0.05848951112218241,0.07675309671938493,1.8477836858288093,0.1367770847965189,4.071496543553458,0.468749952,736.3797320019073,-17679.451974428044
0.03789599611944961,0.04876219921246683,0.0617564457682082,1.9654013592923005,0.016697885395807445,3.0361200109175277,0.3749999616,476.73232424020506,-15816.00164178497
0.05447374442188799,0.06774210237076868,0.08692744828276552,1.608159147801605,0.1679626615842619,2.5164661096277685,0.4062499584,944.5476581191092,-18549.71264131568
0.06278349357096959,0.07316449638620165,0.09640959805134804,1.5629651625778924,0.20869322863880324,2.5931025484293513,0.4062499584,1161.8513245528115,-19461.464580072232
0.07488324233195519,0.08855527271646908,0.11597213591218597,1.4299099165524876,0.25331366020968205,2.694612507927118,0.5624999424,1681.192038504317,-20802.68263388583
0.0813492416698368,0.09640073811288923,0.12613802530944968,1.391128355529268,0.27487078612485183,2.229700128173245,0.5624999424,1988.8501786209206,-21338.925898539892
0.08540074125496318,0.09902484955143637,0.1307639378253109,1.379877173419585,0.2812506651089883,2.389802365981609,0.5624999424,2137.4009294477223,-21675.89535085103
0.9937756482373633,0.03790160755476909,0.9944981502671721,55.75307915756995,-4.1770757362800826,1.1626465884218822,0.78124992,123628.32136060337,-678.6889704539241
0.9912978984910851,0.03418255156804493,0.9918870754196482,72.30860961080533,-5.0808520059467,1.1657071760016766,0.7499999232,122979.99629806784,-1003.5234610653183
0.9927191483455489,0.06549855046741915,0.9948775641279909,184.71391485497404,12.123204212635606,2.2301736945336903,1.4374998527999998,123722.67095065559,-685.7986713245534
0.9845993991770114,0.03029690638932513,0.9850654188410508,39.98039181174644,-3.0755096350879514,1.1737797911537196,0.6249999359999999,121294.23492456185,-1849.5942630909828
0.9804028996067331,0.028556488737082025,0.9808186981324737,15.00806296015039,-1.2337398033845752,1.2425842589670841,0.5937499392000001,120250.66482578506,-2372.7382469338854
1.01963739558912,0.05120829944164268,1.020922479141031,5.9416387201816665,-0.4752047431388035,1.1325540432539294,0.5937499392,130285.33855193359,2641.119617882774
1.0367973938319361,0.0683063360033542,1.039045038193676,6.239102375395815,-0.4755062604809646,1.1729519225833862,0.78124992,134951.82392436222,4969.184395255086
1.042092893289677,0.07404922418920085,1.044720482161555,4.849114480481087,-0.317740615045813,1.1964921654581868,0.8124999168,136430.11073098402,5703.928562685541
1.4824908481929215,0.04831760228814909,1.4832780270962838,61.77471797561311,-4.666873369996033,1.1166145524600886,0.9374999039999999,275014.21320833045,73066.35473994853
1.5208810942617603,0.04970220146048036,1.5216930083669526,64.29952896670578,-4.879029272976885,1.129498403784167,0.9687499008000001,289443.7014641083,79819.75198864561
1.5204378443071491,0.048035047709473665,1.5211964384029504,84.76130634051277,-6.05181211321328,1.1298671102625337,1.0312498944000001,289254.8255262276,79735.37351414874
1.5128495950841858,0.048074330615367866,1.5136132394408093,78.65912514737524,-5.698873688212446,1.1355277419712426,1.0312498944000001,286378.12982631254,78392.01913186004
1.5359773427159042,0.10096917180932027,1.5392924254320455,53.68151012977398,-5.57047112474409,1.2383935458299664,1.56249984,296177.6463740587,82890.91262327104
1.98897304632914,0.09298241407003725,1.991145275551261,83.9580845394817,-7.828737438712464,1.1770862672745555,1.56249984,495582.4385437634,171273.70211270242
2.0194552932077574,0.10261105319800928,2.0220605108411647,44.01497221353119,-4.643139239028051,1.1745443541706944,1.5312498432,511091.0886879039,177776.33128522692
2.01796854336,0.10215034115905933,2.0205523339397553,46.365819284841486,-4.8398838389206835,1.1754210553750561,1.5312498432,510328.966773674,177458.3635523015
2.012044293966644,0.098742040301746,2.014465743418507,54.646364201423154,-5.506894634179636,1.17897252140395,1.5312498432,507259.02892583486,176179.98109688782
2.3957542546747392,0.10486679814199901,2.398048267684508,65.75699072381202,-6.59757607048859,1.172828649823498,1.6874998272000001,718829.4367680838,261968.48011906657
2.521490741799322,0.1078386099101174,2.523795698301873,40.24150387704776,-4.498889479695348,1.1391570670852769,1.4999998464000002,796193.09084588,291811.49671642325
2.5148902424752135,0.10650156424573583,2.517144317452581,45.01955397921134,-4.930991038233746,1.142167211337957,1.5312498432000001,792001.9393604777,290219.5728328415
2.5126534927042554,0.10336856441944449,2.514778844055484,52.54591114389485,-5.583456125483331,1.1432415667071552,1.56249984,790514.0793136294,289667.08759343927
2.506194493365657,0.10165930918222879,2.5082554602192646,59.1791186535378,-6.132303084413231,1.1462148697360657,1.56249984,786418.1817149693,288110.1912495213
2.528402491091559,0.11605383221414926,2.5310645287960534,30.362707699794388,-3.6000225645202595,1.1358855820904517,1.4999998464000002,800785.9561161986,293520.20931198634
