M,STD,RMS,Ku,Sk,CF,PtP,En,Ent
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.45387763949107e-06
0.023562497587199967,0.07444604562167466,0.07808588221472093,52.504571237534,-3.221516522491854,17.608815066198762,1.8749998079999999,762.1756251564087,-15224.605959074033
0.01819199813713918,0.06992621207097083,0.07225388522990345,78.53796447154531,-4.587938242879705,19.030116578851235,1.8124998144,652.5779913520075,-13109.940494003442
0.03686349622517758,0.08496204822972911,0.0926146154412709,42.745795710688185,-2.9691452244418146,14.171627872625427,1.7499998208,1072.183374166812,-16955.567606966968
0.029746496953958364,0.09067517744061297,0.09542977462468673,44.7887808433008,-3.4671291357491656,13.098635901804148,1.8124998144000002,1138.3552356148127,-17186.714224902273
0.026544997281791955,0.08937763332614797,0.09323624949381919,38.32623240914755,-2.890486248461382,12.736461245995546,1.6249998336,1086.6247774592123,-17683.559335761052
0.04667799522017277,0.10120511211564792,0.11145093070995567,23.63740940106434,-1.8490884711646374,11.215697025025744,1.7499998208,1552.6637445144172,-19728.473577083354
0.05134799474196477,0.11008039296030935,0.12146731856066044,18.30599228152389,-1.5049299296949257,9.776291207144462,1.6874998272,1844.2886847896204,-20992.351377717096
0.05211699466321917,0.11429267533720154,0.12561447674715273,15.765367648319009,-1.3164686210617826,9.453527245830896,1.6874998272,1972.3745960576218,-21637.411488281952
0.493451949470515,0.09238809148324895,0.5020262800732338,42.87987076393357,-3.155872765051827,2.1164228514989425,1.874999808,31503.798235521124,-42712.87924000313
0.9472824029982719,0.08064363032412712,0.9507088650801754,84.88273343170094,-5.472811791365314,1.643510329387989,1.9999997952000002,112980.91826775439,-5951.589885484827
0.947276902998835,0.0999732875526942,0.9525377626000758,68.30316608300177,-5.82903350051166,1.7059689362491535,1.9999997952,113416.0236473948,-5627.03825921778
0.9502434026950656,0.10346802532780924,0.9558599042907557,66.48183532123693,-5.649358896641517,1.7654258951808615,2.0624997888,114208.51957884159,-5225.962909320706
0.9435144033841151,0.101867769262566,0.9489976142266188,69.57860489786945,-5.8507961700328215,1.7781918541230688,2.1249997823999998,112574.5589759768,-6052.668247539506
0.9462614031028225,0.10237957667973899,0.9517837048002267,69.28497661812587,-5.862220646245145,1.7729866761631472,1.9999997952,113236.52759040562,-5717.603025073029
0.9435849033768959,0.10316780309375251,0.949208125479327,69.52553409773468,-5.9005767416429755,1.8436418461086106,2.1249997824,112624.5081844972,-6019.874299319924
0.9395414037909503,0.10265591249177448,0.945132946101758,70.61174331752663,-5.989825125233439,1.7854629173177874,1.9999997952,111659.53572587359,-6496.135609773639
