device_id,epoch,progress_01,pc1_scaled,pc2_scaled,cluster_global,k
DV_device4_features_pca_scores,0,0.0,0.23718452070794604,1.0,1,3
DV_device4_features_pca_scores,1,0.00980392156862745,0.0758694858409178,0.6000165527494536,1,3
DV_device4_features_pca_scores,2,0.0196078431372549,0.0,0.41434624211682003,1,3
DV_device4_features_pca_scores,3,0.029411764705882353,0.10068905333155853,0.6561944588125406,1,3
DV_device4_features_pca_scores,4,0.0392156862745098,0.08709857314183089,0.6235174279708725,1,3
DV_device4_features_pca_scores,5,0.049019607843137254,0.10981180473283803,0.6812446736788222,1,3
DV_device4_features_pca_scores,6,0.058823529411764705,0.15947280007324532,0.797014197478831,1,3
DV_device4_features_pca_scores,7,0.06862745098039216,0.1767304609086352,0.8374895963318034,1,3
DV_device4_features_pca_scores,8,0.0784313725490196,0.18525383336263612,0.8580562651296366,1,3
DV_device4_features_pca_scores,9,0.08823529411764706,0.14830893673350476,0.5996283754126215,1,3
DV_device4_features_pca_scores,10,0.09803921568627451,0.11162056486815786,0.23016845667547864,1,3
DV_device4_features_pca_scores,11,0.10784313725490197,0.13751991815835107,0.2907105101675891,1,3
DV_device4_features_pca_scores,12,0.11764705882352941,0.14511078667836164,0.3071839994581622,1,3
DV_device4_features_pca_scores,13,0.12745098039215685,0.13384317312008248,0.2842817944522935,1,3
DV_device4_features_pca_scores,14,0.13725490196078433,0.13481244924512886,0.2846917959264495,1,3
DV_device4_features_pca_scores,15,0.14705882352941177,0.13306039284471555,0.2821630821147787,1,3
DV_device4_features_pca_scores,16,0.1568627450980392,0.12840022816081953,0.2735093561744475,1,3
DV_device4_features_pca_scores,17,0.16666666666666666,0.19672738666752537,0.42462929650241904,1,3
DV_device4_features_pca_scores,18,0.17647058823529413,0.27061993959013897,0.5925349629498394,1,3
DV_device4_features_pca_scores,19,0.18627450980392157,0.3067422272466858,0.6745200819642403,1,3
DV_device4_features_pca_scores,20,0.19607843137254902,0.3226843726967163,0.7094786201928716,1,3
DV_device4_features_pca_scores,21,0.20588235294117646,0.17437374454572274,0.0,2,3
DV_device4_features_pca_scores,22,0.21568627450980393,0.23303595455429676,0.17177440062968607,2,3
DV_device4_features_pca_scores,23,0.22549019607843138,0.26662956022771445,0.20508234325872174,2,3
DV_device4_features_pca_scores,24,0.23529411764705882,0.27031222566548085,0.2199149837654288,2,3
DV_device4_features_pca_scores,25,0.24509803921568626,0.4107421021316897,0.14959781766256297,2,3
DV_device4_features_pca_scores,26,0.2549019607843137,0.5030169106766774,0.3543861757226418,2,3
DV_device4_features_pca_scores,27,0.2647058823529412,0.49881062437432644,0.3510841907207493,2,3
DV_device4_features_pca_scores,28,0.27450980392156865,0.4822149272218637,0.31129978115660634,2,3
DV_device4_features_pca_scores,29,0.28431372549019607,0.44780963944895336,0.2481602834857656,2,3
DV_device4_features_pca_scores,30,0.29411764705882354,0.3648812797806686,0.06776523645415417,2,3
DV_device4_features_pca_scores,31,0.30392156862745096,0.5036140885616419,0.36351540659668047,2,3
DV_device4_features_pca_scores,32,0.3137254901960784,0.5325395281547431,0.4282130356624752,2,3
DV_device4_features_pca_scores,33,0.3235294117647059,0.6086172249059949,0.14659490547091836,2,3
