device_id,epoch,progress_01,pc1_scaled,pc2_scaled,cluster_global,k
DV_device5_features_pca_scores,0,0.0,0.0,1.0,32,40
DV_device5_features_pca_scores,1,0.01020408163265306,0.05886448785134735,0.8128853960965831,8,40
DV_device5_features_pca_scores,2,0.02040816326530612,0.08823918120334318,0.731022695075604,8,40
DV_device5_features_pca_scores,3,0.030612244897959183,0.3034659599267838,0.007709298627681771,23,40
DV_device5_features_pca_scores,4,0.04081632653061224,0.07944696623521363,0.7546035164809006,8,40
DV_device5_features_pca_scores,5,0.05102040816326531,0.08767332519930238,0.7340819636157067,8,40
DV_device5_features_pca_scores,6,0.061224489795918366,0.17506294860347488,0.5657713459160196,1,40
DV_device5_features_pca_scores,7,0.07142857142857142,0.14995725468838184,0.688138923569741,30,40
DV_device5_features_pca_scores,8,0.08163265306122448,0.1036643503725242,0.8204503939374757,8,40
DV_device5_features_pca_scores,9,0.09183673469387756,0.16849281720104325,0.6418132195220301,30,40
DV_device5_features_pca_scores,10,0.10204081632653061,0.16423934343961838,0.6379639678292287,30,40
DV_device5_features_pca_scores,11,0.11224489795918367,0.1124910298013958,0.7991001292783717,8,40
DV_device5_features_pca_scores,12,0.12244897959183673,0.16543225114896104,0.649863414403112,30,40
DV_device5_features_pca_scores,13,0.1326530612244898,0.15812264605184934,0.6669839202321275,30,40
DV_device5_features_pca_scores,14,0.14285714285714285,0.12135649869690662,0.7750239013809074,8,40
DV_device5_features_pca_scores,15,0.15306122448979592,0.28206645378067463,0.5188846966484766,36,40
DV_device5_features_pca_scores,16,0.16326530612244897,0.27970536410482827,0.5456941121538783,36,40
DV_device5_features_pca_scores,17,0.17346938775510204,0.2658914415404708,0.5977641149910702,1,40
DV_device5_features_pca_scores,18,0.1836734693877551,0.27928927506536927,0.5502935219737355,36,40
DV_device5_features_pca_scores,19,0.19387755102040816,0.2915722846435918,0.5029678921076514,36,40
DV_device5_features_pca_scores,20,0.20408163265306123,0.3186785873553066,0.4023837344204958,17,40
DV_device5_features_pca_scores,21,0.21428571428571427,0.32052566268164656,0.39905083304672345,17,40
